100000412428	-1	-1	
690717511	-1	-1	
1212300591	-1	-1	
100033710661	-1	-1	
1313136008	-1	-1	
435513592	-1	-1	
82707955	-1	-1	
1210026263	-2	-1	-1	
1280217601	-1	-1	
100016504116	-1	-1	
1301542926	-1	-1	
268909624	-1	-1	
1297819759	-1	-1	
136615126	-1	-1	
107514805	-1	-1	
595429601	-1	-1	
1305313037	-2	-1	-1	
100017613680	-1	-1	
648245131	-1	-1	
100023018108	-1	-1	
1334520908	-1	-1	
1311944751	-1	-1	
100020018634	-1	-1	
8016425	-1	-1	
100015420240	-1	-1	
100001221564	-1	-1	
1323326844	-1	-1	
1231833823	-1	-1	
1334520903	-1	-1	
1275208888	-1	-1	
100032211343	-1	-1	
203509817	-1	-1	
1334520906	-1	-1	
172632682	-1	-1	
1304835179	-1	-1	
203122322	-1	-1	
805730166	-1	-1	
100031124264	-1	-1	
48930832	-1	-1	
100033317967	-1	-1	
100019313474	-1	-1	
1220624860	-1	-1	
758025069	-1	-1	
100002900960	-1	-1	
1246022269	-1	-1	
4404542	-1	-1	
1247428601	-1	-1	
1171017324	-1	-1	
1319844886	-1	-1	
1280316820	-1	-1	
651012040	-1	-1	
825241870	-1	-1	
1262735798	-1	-1	
82707700	-1	-1	
85311235	-1	-1	
100032609623	-1	-1	
37513905	-1	-1	
1295909812	-1	-1	
100019013185	-2	-1	-1	
488404555	-1	-1	
1237528078	-1	-1	
100003405088	-1	-1	
230916116	-1	-1	
1206419903	-1	-1	
100002403598	-1	-1	
754531680	-1	-1	
1294422034	-1	-1	
100022303092	-1	-1	
304313142	-1	-1	
127411166	-1	-1	
234205692	-1	-1	
1300716765	-1	-1	
230916074	-1	-1	
79502013	-1	-1	
1294834952	-1	-1	
487322670	-1	-1	
100033109946	-1	-1	
100033810114	-1	-1	
100019005205	-1	-1	
388701399	-1	-1	
1334520894	-1	-1	
1334520896	-2	-1	-1	
100010107545	-1	-1	
100001612163	-1	-1	
1230725727	-1	-1	
1288125206	-1	-1	
1295939373	-1	-1	
1284233522	-1	-1	
824507571	3	1	1	1	
1330211177	-1	-1	
356418473	-1	-1	
100002905226	-1	-1	
833125327	-1	-1	
201213499	-1	-1	
870834247	-1	-1	
100032609677	-1	-1	
778705263	-1	-1	
1301444802	-1	-1	
340603135	-1	-1	
177927444	-1	-1	
1226700569	-1	-1	
1313328735	-1	-1	
1050333272	-1	-1	
1215310815	-1	-1	
100032022288	-1	-1	
100019619362	-1	-1	
100019918333	-1	-1	
31601371	-1	-1	
1303726650	-1	-1	
100020113608	-1	-1	
857126419	-1	-1	
1284522393	-1	-1	
100002306578	-1	-1	
355320447	-2	-1	-1	
1240623419	-1	-1	
100019018282	-1	-1	
1242605542	-1	-1	
1218407844	-1	-1	
16422015	-1	-1	
100019116670	-1	-1	
100001105528	-1	-1	
100017317911	-1	-1	
626129124	-1	-1	
100020113614	-1	-1	
982008677	-1	-1	
100013100894	-1	-1	
1296909626	-1	-1	
1037312286	-1	-1	
100022317984	-1	-1	
496129841	-1	-1	
409121309	-1	-1	
100003203487	-1	-1	
1311944350	-1	-1	
217013925	-1	-1	
100033923243	-1	-1	
240232896	-1	-1	
831402495	-1	-1	
859100851	-1	-1	
723702140	-1	-1	
45827978	-1	-1	
1272143481	-1	-1	
100019618148	-1	-1	
1294019392	-1	-1	
63732608	-1	-1	
1264708742	-1	-1	
342304052	-1	-1	
912439350	-1	-1	
1330241792	1	1	
100017011293	-1	-1	
1333403567	-1	-1	
1307141625	-1	-1	
1103312387	-1	-1	
164321469	-1	-1	
100004218617	-1	-1	
932830482	-1	-1	
1318522028	-1	-1	
1332930171	-2	-1	-1	
948737788	-1	-1	
1300309038	-1	-1	
964616811	-1	-1	
74015664	-1	-1	
1285434466	-1	-1	
221016965	-1	-1	
1327446030	-1	-1	
100003103735	-1	-1	
1256208334	-1	-1	
1240408734	-1	-1	
386318816	-1	-1	
100008521542	-1	-1	
510731366	-1	-1	
964307949	-1	-1	
14438256	-1	-1	
1215634462	-1	-1	
647430547	-1	-1	
100004013176	-1	-1	
927612396	-1	-1	
2803128	-1	-1	
100003907227	-1	-1	
100032810786	-1	-1	
954916828	-1	-1	
1269611666	-1	-1	
1243104168	-1	-1	
474007534	-1	-1	
1245825596	-1	-1	
836914478	-1	-1	
100017217653	-2	-1	-1	
100015615642	-1	-1	
1320349398	-1	-1	
507613775	-1	-1	
82709385	-1	-1	
100012319557	-1	-1	
100020117592	-1	-1	
100017617831	-1	-1	
63732660	-1	-1	
100020117916	-1	-1	
1255812478	-1	-1	
100015420247	-1	-1	
100012403044	-1	-1	
1269433948	-1	-1	
93638400	-1	-1	
82707741	-1	-1	
1235628154	-1	-1	
452229972	-1	-1	
417221905	-1	-1	
109516757	-1	-1	
100019613782	-1	-1	
790128878	-1	-1	
59242099	-1	-1	
100019517813	-1	-1	
1336510346	-2	-1	-1	
100019713528	-1	-1	
100017806317	-1	-1	
100020413292	-1	-1	
1256416450	-1	-1	
366035656	-1	-1	
